municipality_name,gadm_id,province,area_sqkm,has_zone,zone_count,total_zone_area_ha,has_manufacturing,has_agro,earliest_op_date,pop_density_mean_2020,pop_total_2020,nightlights_mean_2018,nightlights_median_2018,builtup_fraction_2020,dist_nearest_airport_km,dist_nearest_primary_road_km
Vallehermoso,PHL.52.24_1,Negros Oriental,114.28146035912046,0,0,0,FALSE,FALSE,NA,296.8297119140625,40262.859375,0.039886049926280975,0.06833390545541565,0.00267459326171875,56.519550043525065,1.940374382260562
Zamboanguita,PHL.52.25_1,Negros Oriental,153.1501288156683,0,0,0,FALSE,FALSE,NA,123.12328338623047,22306.3125,0.043894410133361816,0.09430799468709967,0.003711316162109375,25.502408019349996,5.020745318705255
Alamada,PHL.53.1_1,North Cotabato,743.0679339439084,0,0,0,FALSE,FALSE,NA,84.773406982421875,74036.46875,0.003098572138696909,0.10790264269182209,0.0015206292724609374,54.716643655422565,1.6332616492757126
Aleosan,PHL.53.2_1,North Cotabato,154.57137112543302,0,0,0,FALSE,FALSE,NA,259.8380126953125,47164.16015625,0.0035272440873086452,0.14477597202542203,0.0073385341796875,44.944389390575985,5.008212034635516
Antipas,PHL.53.3_1,North Cotabato,256.9966291765807,0,0,0,FALSE,FALSE,NA,112.6824722290039,33984.5078125,0.00713416887447238,0.07570925576394949,0.002432268310546875,42.760755287879,4.456359521379278
Arakan,PHL.53.4_1,North Cotabato,504.01422667334555,0,0,0,FALSE,FALSE,NA,107.60449981689453,63629.68359375,0.010332737118005753,0.10611156024666042,0.0014378421630859375,57.836131181417834,1.3103813065131904
Banisilan,PHL.53.5_1,North Cotabato,407.9700522949226,0,0,0,FALSE,FALSE,NA,113.28014373779297,54297.0703125,0.004064448643475771,0.09628294399342714,0.0023880830078125,68.09610861606753,3.345232910291319
Carmen,PHL.53.6_1,North Cotabato,668.328835248555,0,0,0,FALSE,FALSE,NA,222.69354248046875,174763.078125,0.009983232244849205,0.12681033549429266,0.0025576435546875,47.760133372339105,0.291843995672357
Kabacan,PHL.53.7_1,North Cotabato,224.25663820351076,0,0,0,FALSE,FALSE,NA,417.3690490722656,109845.7578125,0.06275520473718643,0.120935101674619,0.0094787822265625,25.216605386915273,1.5596708662814756
Kidapawan City,PHL.53.8_1,North Cotabato,240.89243019873226,0,0,0,FALSE,FALSE,NA,537.36322021484375,151801.34375,0.4926478862762451,0.13315713411438762,0.0154383271484375,22.07717170826371,1.4088725621885665
