position	name	type	varlab
285	sIVq69_bunker_exp_php_ice	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Ice Making
286	sIVq69_bunker_exp_php_impreg	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Impregnation
287	sIVq69_bunker_exp_php_machinj	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Machine Injection or
288	sIVq69_bunker_exp_php_melt	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Melting or Pre-melti
289	sIVq69_bunker_exp_php_metal	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Metal Treatment or P
290	sIVq69_bunker_exp_php_paint	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Painting
291	sIVq69_bunker_exp_php_smelt	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Smelting
292	sIVq69_bunker_exp_php_weld	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Welding
293	sIVq69_bunker_exp_php_stamp	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Stamping
294	sIVq69_bunker_exp_php_aircomp	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Air Compression / Va
295	sIVq69_bunker_exp_php_steel	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Steel Cutting
296	sIVq69_bunker_exp_php_thermoxi	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Thermal Oxidaation
297	sIVq69_bunker_exp_php_transpo	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Transportation and L
298	sIVq69_bunker_exp_php_other	byte	Q69 - Bunker - Expenditure per Process in Pesos per Month - Others
299	sIVq70_bunker_procmode	byte	Q70 - Bunker - Mode of Procuring Fuel
300	sIVq70_bunker_procmode_other	byte	Q70 - Bunker - Other Mode of Procuring Fuel
301	sIVq71_coal_use	str2	Q71 - Use of Coal
302	sIVq72_coal_impor	byte	Q72 - Importance of Coal
303	sIVq73_coal_airgas	byte	Q73 - Coal - Process in Production that Use Fuel - Air/Gas Mixing
304	sIVq73_coal_baking	byte	Q73 - Coal - Process in Production that Use Fuel - Baking
305	sIVq73_coal_boiler	byte	Q73 - Coal - Process in Production that Use Fuel - Boiler Operation
306	sIVq73_coal_burn	byte	Q73 - Coal - Process in Production that Use Fuel - Burning
307	sIVq73_coal_curing	byte	Q73 - Coal - Process in Production that Use Fuel - Curing
308	sIVq73_coal_diecast	byte	Q73 - Coal - Process in Production that Use Fuel - Die Casting or Wire Bonding
309	sIVq73_coal_dry	byte	Q73 - Coal - Process in Production that Use Fuel - Drying or Annealing
310	sIVq73_coal_engload	byte	Q73 - Coal - Process in Production that Use Fuel - Engine Loading or Preparation
311	sIVq73_coal_fabri	byte	Q73 - Coal - Process in Production that Use Fuel - Fabrication
312	sIVq73_coal_fork	byte	Q73 - Coal - Process in Production that Use Fuel - Forklift Operation
313	sIVq73_coal_heat	byte	Q73 - Coal - Process in Production that Use Fuel - Heat Treatment
314	sIVq73_coal_ice	byte	Q73 - Coal - Process in Production that Use Fuel - Ice Making
315	sIVq73_coal_impreg	byte	Q73 - Coal - Process in Production that Use Fuel - Impregnation
316	sIVq73_coal_machinj	byte	Q73 - Coal - Process in Production that Use Fuel - Machine Injection or Molding
317	sIVq73_coal_melt	byte	Q73 - Coal - Process in Production that Use Fuel - Melting or Pre-melting
318	sIVq73_coal_metal	byte	Q73 - Coal - Process in Production that Use Fuel - Metal Treatment or Pre-treatm
319	sIVq73_coal_paint	byte	Q73 - Coal - Process in Production that Use Fuel - Painting
320	sIVq73_coal_smelt	byte	Q73 - Coal - Process in Production that Use Fuel - Smelting
321	sIVq73_coal_steel	byte	Q73 - Coal - Process in Production that Use Fuel - Steel Cutting
322	sIVq73_coal_thermoxi	byte	Q73 - Coal - Process in Production that Use Fuel - Thermal Oxidaation
323	sIVq73_coal_transpo	byte	Q73 - Coal - Process in Production that Use Fuel - Transportation and Logistics
324	sIVq73_coal_weld	byte	Q73 - Coal - Process in Production that Use Fuel - Welding
325	sIVq73_coal_stamp	byte	Q73 - Coal - Process in Production that Use Fuel - Stamping
326	sIVq73_coal_aircomp	byte	Q73 - Coal - Process in Production that Use Fuel - Air Compression / Vacuuming
327	sIVq73_coal_other	byte	Q73 - Coal - Process in Production that Use Fuel - Others
328	sIVq74_coal_cons_mt_airgas	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Air/Gas Mixing
329	sIVq74_coal_cons_mt_baking	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Baking
330	sIVq74_coal_cons_mt_boiler	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Boiler Operation
331	sIVq74_coal_cons_mt_burn	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Burning
332	sIVq74_coal_cons_mt_curing	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Curing
333	sIVq74_coal_cons_mt_diecast	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Die Casting or Wir
334	sIVq74_coal_cons_mt_dry	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Drying or Annealin
335	sIVq74_coal_cons_mt_engload	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Engine Loading or
336	sIVq74_coal_cons_mt_fabri	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Fabrication
337	sIVq74_coal_cons_mt_fork	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Forklift Operation
338	sIVq74_coal_cons_mt_heat	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Heat Treatment
339	sIVq74_coal_cons_mt_ice	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Ice Making
340	sIVq74_coal_cons_mt_impreg	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Impregnation
341	sIVq74_coal_cons_mt_machinj	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Machine Injection
342	sIVq74_coal_cons_mt_melt	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Melting or Pre-mel
343	sIVq74_coal_cons_mt_metal	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Metal Treatment or
344	sIVq74_coal_cons_mt_paint	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Painting
345	sIVq74_coal_cons_mt_smelt	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Smelting
346	sIVq74_coal_cons_mt_weld	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Welding
347	sIVq74_coal_cons_mt_stamp	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Stamping
348	sIVq74_coal_cons_mt_aircomp	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Air Compression /
349	sIVq74_coal_cons_mt_steel	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Steel Cutting
350	sIVq74_coal_cons_mt_thermoxi	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Thermal Oxidaation
351	sIVq74_coal_cons_mt_transpo	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Transportation and
352	sIVq74_coal_cons_mt_other	byte	Q74 - Coal - Consumption per Process in Metric Tons per Day - Others
353	sIVq75_coal_exp_php_airgas	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Air/Gas Mixing
354	sIVq75_coal_exp_php_baking	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Baking
355	sIVq75_coal_exp_php_boiler	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Boiler Operation
356	sIVq75_coal_exp_php_burn	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Burning
357	sIVq75_coal_exp_php_curing	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Curing
358	sIVq75_coal_exp_php_diecast	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Die Casting or Wire Bo
359	sIVq75_coal_exp_php_dry	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Drying or Annealing
360	sIVq75_coal_exp_php_engload	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Engine Loading or Prep
361	sIVq75_coal_exp_php_fabri	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Fabrication
362	sIVq75_coal_exp_php_fork	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Forklift Operation
363	sIVq75_coal_exp_php_heat	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Heat Treatment
364	sIVq75_coal_exp_php_ice	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Ice Making
365	sIVq75_coal_exp_php_impreg	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Impregnation
366	sIVq75_coal_exp_php_machinj	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Machine Injection or M
367	sIVq75_coal_exp_php_melt	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Melting or Pre-melting
368	sIVq75_coal_exp_php_metal	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Metal Treatment or Pre
369	sIVq75_coal_exp_php_paint	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Painting
370	sIVq75_coal_exp_php_smelt	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Smelting
371	sIVq75_coal_exp_php_weld	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Welding
372	sIVq75_coal_exp_php_stamp	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Stamping
373	sIVq75_coal_exp_php_aircomp	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Air Compression / Vacu
374	sIVq75_coal_exp_php_steel	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Steel Cutting
375	sIVq75_coal_exp_php_thermoxi	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Thermal Oxidaation
376	sIVq75_coal_exp_php_transpo	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Transportation and Log
377	sIVq75_coal_exp_php_other	byte	Q75 - Coal - Expenditure per Process in Pesos per Month - Others
378	sIVq76_coal_procmode	byte	Q76 - Coal - Mode of Procuring Fuel
379	sIVq76_coal_procmode_other	byte	Q76 - Coal - Other Mode of Procuring Fuel
380	sIVq77_diesel_use	str3	Q77 - Use of Diesel
381	sIVq78_diesel_impor	str18	Q78 - Importance of Diesel
382	sIVq79_diesel_airgas	byte	Q79 - Diesel - Process in Production that Use Fuel - Air/Gas Mixing
383	sIVq79_diesel_baking	byte	Q79 - Diesel - Process in Production that Use Fuel - Baking
384	sIVq79_diesel_boiler	str50	Q79 - Diesel - Process in Production that Use Fuel - Boiler Operation
385	sIVq79_diesel_burn	byte	Q79 - Diesel - Process in Production that Use Fuel - Burning
386	sIVq79_diesel_curing	byte	Q79 - Diesel - Process in Production that Use Fuel - Curing
387	sIVq79_diesel_diecast	byte	Q79 - Diesel - Process in Production that Use Fuel - Die Casting or Wire Bonding
388	sIVq79_diesel_dry	byte	Q79 - Diesel - Process in Production that Use Fuel - Drying or Annealing
389	sIVq79_diesel_engload	str29	Q79 - Diesel - Process in Production that Use Fuel - Engine Loading or Preparati
390	sIVq79_diesel_fabri	str11	Q79 - Diesel - Process in Production that Use Fuel - Fabrication
391	sIVq79_diesel_fork	str18	Q79 - Diesel - Process in Production that Use Fuel - Forklift Operation
392	sIVq79_diesel_heat	str14	Q79 - Diesel - Process in Production that Use Fuel - Heat Treatment
393	sIVq79_diesel_ice	byte	Q79 - Diesel - Process in Production that Use Fuel - Ice Making
394	sIVq79_diesel_impreg	byte	Q79 - Diesel - Process in Production that Use Fuel - Impregnation
395	sIVq79_diesel_machinj	byte	Q79 - Diesel - Process in Production that Use Fuel - Machine Injection or Moldin
396	sIVq79_diesel_melt	byte	Q79 - Diesel - Process in Production that Use Fuel - Melting or Pre-melting
397	sIVq79_diesel_metal	byte	Q79 - Diesel - Process in Production that Use Fuel - Metal Treatment or Pre-trea
398	sIVq79_diesel_paint	byte	Q79 - Diesel - Process in Production that Use Fuel - Painting
399	sIVq79_diesel_smelt	byte	Q79 - Diesel - Process in Production that Use Fuel - Smelting
400	sIVq79_diesel_steel	byte	Q79 - Diesel - Process in Production that Use Fuel - Steel Cutting
401	sIVq79_diesel_thermoxi	byte	Q79 - Diesel - Process in Production that Use Fuel - Thermal Oxidaation
402	sIVq79_diesel_transpo	str74	Q79 - Diesel - Process in Production that Use Fuel - Transportation and Logistic
403	sIVq79_diesel_weld	byte	Q79 - Diesel - Process in Production that Use Fuel - Welding
404	sIVq79_diesel_stamp	str8	Q79 - Diesel - Process in Production that Use Fuel - Stamping
405	sIVq79_diesel_aircomp	str25	Q79 - Diesel - Process in Production that Use Fuel - Air Compression / Vacuuming
406	sIVq79_diesel_other	str51	Q79 - Diesel - Process in Production that Use Fuel - Others
407	sIVq80_diesel_cons_lit_airgas	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Air/Gas Mixing
408	sIVq80_diesel_cons_lit_baking	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Baking
409	sIVq80_diesel_cons_lit_boiler	str10	Q80 - Diesel - Consumption per Process in Liters per Day - Boiler Operation
410	sIVq80_diesel_cons_lit_burn	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Burning
411	sIVq80_diesel_cons_lit_curing	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Curing
412	sIVq80_diesel_cons_lit_diecast	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Die Casting or Wire B
413	sIVq80_diesel_cons_lit_dry	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Drying or Annealing
414	sIVq80_diesel_cons_lit_engload	str9	Q80 - Diesel - Consumption per Process in Liters per Day - Engine Loading or Pre
415	sIVq80_diesel_cons_lit_fabri	str7	Q80 - Diesel - Consumption per Process in Liters per Day - Fabrication
416	sIVq80_diesel_cons_lit_fork	str9	Q80 - Diesel - Consumption per Process in Liters per Day - Forklift Operation
417	sIVq80_diesel_cons_lit_heat	str10	Q80 - Diesel - Consumption per Process in Liters per Day - Heat Treatment
418	sIVq80_diesel_cons_lit_ice	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Ice Making
419	sIVq80_diesel_cons_lit_impreg	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Impregnation
420	sIVq80_diesel_cons_lit_machinj	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Machine Injection or
421	sIVq80_diesel_cons_lit_melt	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Melting or Pre-meltin
422	sIVq80_diesel_cons_lit_metal	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Metal Treatment or Pr
423	sIVq80_diesel_cons_lit_paint	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Painting
424	sIVq80_diesel_cons_lit_smelt	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Smelting
425	sIVq80_diesel_cons_lit_weld	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Welding
426	sIVq80_diesel_cons_lit_stamp	str7	Q80 - Diesel - Consumption per Process in Liters per Day - Stamping
427	sIVq80_diesel_cons_lit_aircomp	str7	Q80 - Diesel - Consumption per Process in Liters per Day - Air Compression / Vac
428	sIVq80_diesel_cons_lit_steel	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Steel Cutting
429	sIVq80_diesel_cons_lit_thermoxi	byte	Q80 - Diesel - Consumption per Process in Liters per Day - Thermal Oxidaation
430	sIVq80_diesel_cons_lit_transpo	str9	Q80 - Diesel - Consumption per Process in Liters per Day - Transportation and Lo
431	sIVq80_diesel_cons_lit_other	str9	Q80 - Diesel - Consumption per Process in Liters per Day - Others
432	sIVq81_diesel_exp_php_airgas	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Air/Gas Mixing
433	sIVq81_diesel_exp_php_baking	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Baking
434	sIVq81_diesel_exp_php_boiler	str14	Q81 - Diesel - Expenditure per Process in Pesos per Month - Boiler Operation
435	sIVq81_diesel_exp_php_burn	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Burning
436	sIVq81_diesel_exp_php_curing	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Curing
437	sIVq81_diesel_exp_php_diecast	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Die Casting or Wire
438	sIVq81_diesel_exp_php_dry	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Drying or Annealing
439	sIVq81_diesel_exp_php_engload	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Engine Loading or Pr
440	sIVq81_diesel_exp_php_fabri	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Fabrication
441	sIVq81_diesel_exp_php_fork	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Forklift Operation
442	sIVq81_diesel_exp_php_heat	str14	Q81 - Diesel - Expenditure per Process in Pesos per Month - Heat Treatment
443	sIVq81_diesel_exp_php_ice	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Ice Making
444	sIVq81_diesel_exp_php_impreg	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Impregnation
445	sIVq81_diesel_exp_php_machinj	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Machine Injection or
446	sIVq81_diesel_exp_php_melt	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Melting or Pre-melti
447	sIVq81_diesel_exp_php_metal	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Metal Treatment or P
448	sIVq81_diesel_exp_php_paint	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Painting
449	sIVq81_diesel_exp_php_smelt	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Smelting
450	sIVq81_diesel_exp_php_weld	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Welding
451	sIVq81_diesel_exp_php_stamp	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Stamping
452	sIVq81_diesel_exp_php_aircomp	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Air Compression / Va
453	sIVq81_diesel_exp_php_steel	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Steel Cutting
454	sIVq81_diesel_exp_php_thermoxi	byte	Q81 - Diesel - Expenditure per Process in Pesos per Month - Thermal Oxidaation
455	sIVq81_diesel_exp_php_transpo	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Transportation and L
456	sIVq81_diesel_exp_php_other	str11	Q81 - Diesel - Expenditure per Process in Pesos per Month - Others
457	sIVq82_diesel_procmode	str16	Q82 - Diesel - Mode of Procuring Fuel
458	sIVq82_diesel_procmode_other	byte	Q82 - Diesel - Other Mode of Procuring Fuel
459	sIVq83_gaso_use	str3	Q83 - Use of Gasoline
460	sIVq84_gaso_impor	str18	Q84 - Importance of Gasoline
461	sIVq85_gaso_airgas	str40	Q85 - Gasoline - Process in Production that Use Fuel - Air/Gas Mixing
462	sIVq85_gaso_baking	byte	Q85 - Gasoline - Process in Production that Use Fuel - Baking
463	sIVq85_gaso_boiler	byte	Q85 - Gasoline - Process in Production that Use Fuel - Boiler Operation
464	sIVq85_gaso_burn	byte	Q85 - Gasoline - Process in Production that Use Fuel - Burning
465	sIVq85_gaso_curing	byte	Q85 - Gasoline - Process in Production that Use Fuel - Curing
466	sIVq85_gaso_diecast	byte	Q85 - Gasoline - Process in Production that Use Fuel - Die Casting or Wire Bondi
467	sIVq85_gaso_dry	byte	Q85 - Gasoline - Process in Production that Use Fuel - Drying or Annealing
468	sIVq85_gaso_engload	byte	Q85 - Gasoline - Process in Production that Use Fuel - Engine Loading or Prepara
469	sIVq85_gaso_fabri	str11	Q85 - Gasoline - Process in Production that Use Fuel - Fabrication
470	sIVq85_gaso_fork	str18	Q85 - Gasoline - Process in Production that Use Fuel - Forklift Operation
471	sIVq85_gaso_heat	byte	Q85 - Gasoline - Process in Production that Use Fuel - Heat Treatment
472	sIVq85_gaso_ice	byte	Q85 - Gasoline - Process in Production that Use Fuel - Ice Making
473	sIVq85_gaso_impreg	byte	Q85 - Gasoline - Process in Production that Use Fuel - Impregnation
474	sIVq85_gaso_machinj	byte	Q85 - Gasoline - Process in Production that Use Fuel - Machine Injection or Mold
475	sIVq85_gaso_melt	byte	Q85 - Gasoline - Process in Production that Use Fuel - Melting or Pre-melting
476	sIVq85_gaso_metal	byte	Q85 - Gasoline - Process in Production that Use Fuel - Metal Treatment or Pre-tr
477	sIVq85_gaso_paint	str8	Q85 - Gasoline - Process in Production that Use Fuel - Painting
478	sIVq85_gaso_smelt	byte	Q85 - Gasoline - Process in Production that Use Fuel - Smelting
479	sIVq85_gaso_steel	str13	Q85 - Gasoline - Process in Production that Use Fuel - Steel Cutting
480	sIVq85_gaso_thermoxi	byte	Q85 - Gasoline - Process in Production that Use Fuel - Thermal Oxidaation
481	sIVq85_gaso_transpo	str74	Q85 - Gasoline - Process in Production that Use Fuel - Transportation and Logist
482	sIVq85_gaso_weld	str7	Q85 - Gasoline - Process in Production that Use Fuel - Welding
483	sIVq85_gaso_stamp	byte	Q85 - Gasoline - Process in Production that Use Fuel - Stamping
484	sIVq85_gaso_aircomp	str25	Q85 - Gasoline - Process in Production that Use Fuel - Air Compression / Vacuumi
485	sIVq85_gaso_other	str21	Q85 - Gasoline - Process in Production that Use Fuel - Others
486	sIVq86_gaso_cons_lit_airgas	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Air/Gas Mixing
487	sIVq86_gaso_cons_lit_baking	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Baking
488	sIVq86_gaso_cons_lit_boiler	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Boiler Operation
489	sIVq86_gaso_cons_lit_burn	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Burning
490	sIVq86_gaso_cons_lit_curing	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Curing
491	sIVq86_gaso_cons_lit_diecast	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Die Casting or Wire
492	sIVq86_gaso_cons_lit_dry	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Drying or Annealing
493	sIVq86_gaso_cons_lit_engload	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Engine Loading or P
494	sIVq86_gaso_cons_lit_fabri	str7	Q86 - Gasoline - Consumption per Process in Liters per Day - Fabrication
495	sIVq86_gaso_cons_lit_fork	str7	Q86 - Gasoline - Consumption per Process in Liters per Day - Forklift Operation
496	sIVq86_gaso_cons_lit_heat	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Heat Treatment
497	sIVq86_gaso_cons_lit_ice	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Ice Making
498	sIVq86_gaso_cons_lit_impreg	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Impregnation
499	sIVq86_gaso_cons_lit_machinj	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Machine Injection o
500	sIVq86_gaso_cons_lit_melt	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Melting or Pre-melt
501	sIVq86_gaso_cons_lit_metal	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Metal Treatment or
502	sIVq86_gaso_cons_lit_paint	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Painting
503	sIVq86_gaso_cons_lit_smelt	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Smelting
504	sIVq86_gaso_cons_lit_weld	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Welding
505	sIVq86_gaso_cons_lit_stamp	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Stamping
506	sIVq86_gaso_cons_lit_aircomp	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Air Compression / V
507	sIVq86_gaso_cons_lit_steel	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Steel Cutting
508	sIVq86_gaso_cons_lit_thermoxi	byte	Q86 - Gasoline - Consumption per Process in Liters per Day - Thermal Oxidaation
509	sIVq86_gaso_cons_lit_transpo	str7	Q86 - Gasoline - Consumption per Process in Liters per Day - Transportation and
510	sIVq86_gaso_cons_lit_other	str9	Q86 - Gasoline - Consumption per Process in Liters per Day - Others
511	sIVq87_gaso_exp_php_airgas	str17	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Air/Gas Mixing
512	sIVq87_gaso_exp_php_baking	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Baking
513	sIVq87_gaso_exp_php_boiler	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Boiler Operation
514	sIVq87_gaso_exp_php_burn	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Burning
515	sIVq87_gaso_exp_php_curing	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Curing
516	sIVq87_gaso_exp_php_diecast	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Die Casting or Wir
517	sIVq87_gaso_exp_php_dry	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Drying or Annealin
518	sIVq87_gaso_exp_php_engload	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Engine Loading or
519	sIVq87_gaso_exp_php_fabri	str11	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Fabrication
520	sIVq87_gaso_exp_php_fork	str11	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Forklift Operation
521	sIVq87_gaso_exp_php_heat	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Heat Treatment
522	sIVq87_gaso_exp_php_ice	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Ice Making
523	sIVq87_gaso_exp_php_impreg	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Impregnation
524	sIVq87_gaso_exp_php_machinj	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Machine Injection
525	sIVq87_gaso_exp_php_melt	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Melting or Pre-mel
526	sIVq87_gaso_exp_php_metal	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Metal Treatment or
527	sIVq87_gaso_exp_php_paint	str17	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Painting
528	sIVq87_gaso_exp_php_smelt	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Smelting
529	sIVq87_gaso_exp_php_weld	str17	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Welding
530	sIVq87_gaso_exp_php_stamp	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Stamping
531	sIVq87_gaso_exp_php_aircomp	str17	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Air Compression /
532	sIVq87_gaso_exp_php_steel	str17	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Steel Cutting
533	sIVq87_gaso_exp_php_thermoxi	byte	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Thermal Oxidaation
534	sIVq87_gaso_exp_php_transpo	str11	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Transportation and
535	sIVq87_gaso_exp_php_other	str11	Q87 - Gasoline - Expenditure per Process in Pesos per Month - Others
536	sIVq88_gaso_procmode	str16	Q88 - Gasoline - Mode of Procuring Fuel
537	sIVq88_gaso_procmode_other	byte	Q88 - Gasoline - Other Mode of Procuring Fuel
538	sIVq89_kero_use	str3	Q89 - Use of Kerosene
539	sIVq90_kero_impor	str18	Q90 - Importance of Kerosene
540	sIVq91_kero_airgas	byte	Q91 - Kerosene - Process in Production that Use Fuel - Air/Gas Mixing
541	sIVq91_kero_baking	byte	Q91 - Kerosene - Process in Production that Use Fuel - Baking
542	sIVq91_kero_boiler	byte	Q91 - Kerosene - Process in Production that Use Fuel - Boiler Operation
543	sIVq91_kero_burn	byte	Q91 - Kerosene - Process in Production that Use Fuel - Burning
544	sIVq91_kero_curing	byte	Q91 - Kerosene - Process in Production that Use Fuel - Curing
545	sIVq91_kero_diecast	str27	Q91 - Kerosene - Process in Production that Use Fuel - Die Casting or Wire Bondi
