position	name	type	varlab
804	sIVq110_prop_cons_kg_boiler	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Boiler Operation
805	sIVq110_prop_cons_kg_burn	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Burning
806	sIVq110_prop_cons_kg_curing	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Curing
807	sIVq110_prop_cons_kg_diecast	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Die Casting or W
808	sIVq110_prop_cons_kg_dry	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Drying or Anneal
809	sIVq110_prop_cons_kg_engload	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Engine Loading o
810	sIVq110_prop_cons_kg_fabri	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Fabrication
811	sIVq110_prop_cons_kg_fork	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Forklift Operati
812	sIVq110_prop_cons_kg_heat	str10	Q110 - Propane - Consumption per Process in Kilograms per Day - Heat Treatment
813	sIVq110_prop_cons_kg_ice	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Ice Making
814	sIVq110_prop_cons_kg_impreg	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Impregnation
815	sIVq110_prop_cons_kg_machinj	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Machine Injectio
816	sIVq110_prop_cons_kg_melt	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Melting or Pre-m
817	sIVq110_prop_cons_kg_metal	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Metal Treatment
818	sIVq110_prop_cons_kg_paint	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Painting
819	sIVq110_prop_cons_kg_smelt	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Smelting
820	sIVq110_prop_cons_kg_weld	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Welding
821	sIVq110_prop_cons_kg_stamp	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Stamping
822	sIVq110_prop_cons_kg_aircomp	str10	Q110 - Propane - Consumption per Process in Kilograms per Day - Air Compression
823	sIVq110_prop_cons_kg_steel	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Steel Cutting
824	sIVq110_prop_cons_kg_thermoxi	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Thermal Oxidaati
825	sIVq110_prop_cons_kg_transpo	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Transportation a
826	sIVq110_prop_cons_kg_other	byte	Q110 - Propane - Consumption per Process in Kilograms per Day - Others
827	sIVq111_prop_exp_php_airgas	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Air/Gas Mixing
828	sIVq111_prop_exp_php_baking	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Baking
829	sIVq111_prop_exp_php_boiler	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Boiler Operation
830	sIVq111_prop_exp_php_burn	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Burning
831	sIVq111_prop_exp_php_curing	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Curing
832	sIVq111_prop_exp_php_diecast	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Die Casting or Wir
833	sIVq111_prop_exp_php_dry	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Drying or Annealin
834	sIVq111_prop_exp_php_engload	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Engine Loading or
835	sIVq111_prop_exp_php_fabri	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Fabrication
836	sIVq111_prop_exp_php_fork	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Forklift Operation
837	sIVq111_prop_exp_php_heat	str13	Q111 - Propane - Expenditure per Process in Pesos per Month - Heat Treatment
838	sIVq111_prop_exp_php_ice	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Ice Making
839	sIVq111_prop_exp_php_impreg	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Impregnation
840	sIVq111_prop_exp_php_machinj	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Machine Injection
841	sIVq111_prop_exp_php_melt	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Melting or Pre-mel
842	sIVq111_prop_exp_php_metal	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Metal Treatment or
843	sIVq111_prop_exp_php_paint	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Painting
844	sIVq111_prop_exp_php_smelt	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Smelting
845	sIVq111_prop_exp_php_weld	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Welding
846	sIVq111_prop_exp_php_stamp	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Stamping
847	sIVq111_prop_exp_php_aircomp	str13	Q111 - Propane - Expenditure per Process in Pesos per Month - Air Compression /
848	sIVq111_prop_exp_php_steel	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Steel Cutting
849	sIVq111_prop_exp_php_thermoxi	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Thermal Oxidaation
850	sIVq111_prop_exp_php_transpo	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Transportation and
851	sIVq111_prop_exp_php_other	byte	Q111 - Propane - Expenditure per Process in Pesos per Month - Others
852	sIVq112_prop_procmode	str16	Q112 - Propane - Mode of Procuring Fuel
853	sIVq112_prop_procmode_other	byte	Q112 - Propane - Other Mode of Procuring Fuel
854	sIVq113_other1_use	str3	Q113 - Use of Other Fuel (1)
855	sIVq113_other1_use_fuel	str13	Q113 - Name of Other Fuel (1)
856	sIVq114_other1_impor	str16	Q114 - Importance of Other Fuel (1)
857	sIVq115_other1_airgas	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Air/Gas Mixing
858	sIVq115_other1_baking	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Baking
859	sIVq115_other1_boiler	str50	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Boiler Operation
860	sIVq115_other1_burn	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Burning
861	sIVq115_other1_curing	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Curing
862	sIVq115_other1_diecast	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Die Casting or Wir
863	sIVq115_other1_dry	str84	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Drying or Annealin
864	sIVq115_other1_engload	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Engine Loading or
865	sIVq115_other1_fabri	str11	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Fabrication
866	sIVq115_other1_fork	str18	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Forklift Operation
867	sIVq115_other1_heat	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Heat Treatment
868	sIVq115_other1_ice	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Ice Making
869	sIVq115_other1_impreg	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Impregnation
870	sIVq115_other1_machinj	str28	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Machine Injection
871	sIVq115_other1_melt	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Melting or Pre-mel
872	sIVq115_other1_metal	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Metal Treatment or
873	sIVq115_other1_paint	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Painting
874	sIVq115_other1_smelt	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Smelting
875	sIVq115_other1_steel	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Steel Cutting
876	sIVq115_other1_thermoxi	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Thermal Oxidaation
877	sIVq115_other1_transpo	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Transportation and
878	sIVq115_other1_weld	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Welding
879	sIVq115_other1_stamp	byte	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Stamping
880	sIVq115_other1_aircomp	str25	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Air Compression /
881	sIVq115_other1_other	str10	Q115 - Other Fuel (1) - Process in Production that Use Fuel - Others
882	sIVq116_other1_cons_airgas	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Air/Gas Mixing
883	sIVq116_other1_cons_baking	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Baking
884	sIVq116_other1_cons_boiler	str14	Q116 - Other Fuel (1) - Consumption per Process per Day - Boiler Operation
885	sIVq116_other1_cons_burn	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Burning
886	sIVq116_other1_cons_curing	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Curing
887	sIVq116_other1_cons_diecast	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Die Casting or Wire Bo
888	sIVq116_other1_cons_dry	str16	Q116 - Other Fuel (1) - Consumption per Process per Day - Drying or Annealing
889	sIVq116_other1_cons_engload	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Engine Loading or Prep
890	sIVq116_other1_cons_fabri	int	Q116 - Other Fuel (1) - Consumption per Process per Day - Fabrication
891	sIVq116_other1_cons_fork	str9	Q116 - Other Fuel (1) - Consumption per Process per Day - Forklift Operation
892	sIVq116_other1_cons_heat	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Heat Treatment
893	sIVq116_other1_cons_ice	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Ice Making
894	sIVq116_other1_cons_impreg	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Impregnation
895	sIVq116_other1_cons_machinj	str8	Q116 - Other Fuel (1) - Consumption per Process per Day - Machine Injection or M
896	sIVq116_other1_cons_melt	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Melting or Pre-melting
897	sIVq116_other1_cons_metal	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Metal Treatment or Pre
898	sIVq116_other1_cons_paint	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Painting
899	sIVq116_other1_cons_smelt	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Smelting
900	sIVq116_other1_cons_weld	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Welding
901	sIVq116_other1_cons_stamp	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Stamping
902	sIVq116_other1_cons_aircomp	str9	Q116 - Other Fuel (1) - Consumption per Process per Day - Air Compression / Vacu
903	sIVq116_other1_cons_steel	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Steel Cutting
904	sIVq116_other1_cons_thermoxi	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Thermal Oxidaation
905	sIVq116_other1_cons_transpo	byte	Q116 - Other Fuel (1) - Consumption per Process per Day - Transportation and Log
906	sIVq116_other1_cons_other	str10	Q116 - Other Fuel (1) - Consumption per Process per Day - Others
907	sIVq117_other1_exp_php_airgas	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Air/Gas Mix
908	sIVq117_other1_exp_php_baking	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Baking
909	sIVq117_other1_exp_php_boiler	long	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Boiler Oper
910	sIVq117_other1_exp_php_burn	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Burning
911	sIVq117_other1_exp_php_curing	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Curing
912	sIVq117_other1_exp_php_diecast	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Die Casting
913	sIVq117_other1_exp_php_dry	long	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Drying or A
914	sIVq117_other1_exp_php_engload	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Engine Load
915	sIVq117_other1_exp_php_fabri	long	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Fabrication
916	sIVq117_other1_exp_php_fork	int	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Forklift Op
917	sIVq117_other1_exp_php_heat	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Heat Treatm
918	sIVq117_other1_exp_php_ice	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Ice Making
919	sIVq117_other1_exp_php_impreg	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Impregnatio
920	sIVq117_other1_exp_php_machinj	int	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Machine Inj
921	sIVq117_other1_exp_php_melt	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Melting or
922	sIVq117_other1_exp_php_metal	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Metal Treat
923	sIVq117_other1_exp_php_paint	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Painting
924	sIVq117_other1_exp_php_smelt	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Smelting
925	sIVq117_other1_exp_php_weld	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Welding
926	sIVq117_other1_exp_php_stamp	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Stamping
927	sIVq117_other1_exp_php_aircomp	int	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Air Compres
928	sIVq117_other1_exp_php_steel	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Steel Cutti
929	sIVq117_other1_exp_php_thermoxi	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Thermal Oxi
930	sIVq117_other1_exp_php_transpo	byte	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Transportat
931	sIVq117_other1_other	int	Q117 - Other Fuel (1) - Expenditure per Process in Pesos per Month - Others
932	sIVq118_other1_procmode	str22	Q118 - Other Fuel (1) - Mode of Procuring Fuel
933	sIVq118_other1_procmode_other	str21	Q118 - Other Fuel (1) - Other Mode of Procuring Fuel
934	sIVq119_other2_use	str3	Q119 - Use of Other Fuel (2)
935	sIVq119_other2_use_fuel	str6	Q119 - Name of Other Fuel (2)
936	sIVq120_other2_impor	str9	Q120 - Importance of Other Fuel (2)
937	sIVq121_other2_airgas	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Air/Gas Mixing
938	sIVq121_other2_baking	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Baking
939	sIVq121_other2_boiler	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Boiler Operation
940	sIVq121_other2_burn	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Burning
941	sIVq121_other2_curing	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Curing
942	sIVq121_other2_diecast	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Die Casting or Wir
943	sIVq121_other2_dry	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Drying or Annealin
944	sIVq121_other2_engload	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Engine Loading or
945	sIVq121_other2_fabri	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Fabrication
946	sIVq121_other2_fork	str18	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Forklift Operation
947	sIVq121_other2_heat	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Heat Treatment
948	sIVq121_other2_ice	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Ice Making
949	sIVq121_other2_impreg	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Impregnation
950	sIVq121_other2_machinj	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Machine Injection
951	sIVq121_other2_melt	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Melting or Pre-mel
952	sIVq121_other2_metal	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Metal Treatment or
953	sIVq121_other2_paint	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Painting
954	sIVq121_other2_smelt	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Smelting
955	sIVq121_other2_steel	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Steel Cutting
956	sIVq121_other2_thermoxi	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Thermal Oxidaation
957	sIVq121_other2_transpo	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Transportation and
958	sIVq121_other2_weld	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Welding
959	sIVq121_other2_stamp	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Stamping
960	sIVq121_other2_aircomp	byte	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Air Compression /
961	sIVq121_other2_other	str23	Q121 - Other Fuel (2) - Process in Production that Use Fuel - Others
962	sIVq122_other2_cons_airgas	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Air/Gas Mixing
963	sIVq122_other2_cons_baking	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Baking
964	sIVq122_other2_cons_boiler	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Boiler Operation
965	sIVq122_other2_cons_burn	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Burning
966	sIVq122_other2_cons_curing	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Curing
967	sIVq122_other2_cons_diecast	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Die Casting or Wire Bo
968	sIVq122_other2_cons_dry	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Drying or Annealing
969	sIVq122_other2_cons_engload	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Engine Loading or Prep
970	sIVq122_other2_cons_fabri	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Fabrication
971	sIVq122_other2_cons_fork	str10	Q122 - Other Fuel (2) - Consumption per Process per Day - Forklift Operation
972	sIVq122_other2_cons_heat	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Heat Treatment
973	sIVq122_other2_cons_ice	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Ice Making
974	sIVq122_other2_cons_impreg	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Impregnation
975	sIVq122_other2_cons_machinj	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Machine Injection or M
976	sIVq122_other2_cons_melt	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Melting or Pre-melting
977	sIVq122_other2_cons_metal	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Metal Treatment or Pre
978	sIVq122_other2_cons_paint	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Painting
979	sIVq122_other2_cons_smelt	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Smelting
980	sIVq122_other2_cons_weld	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Welding
981	sIVq122_other2_cons_stamp	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Stamping
982	sIVq122_other2_cons_aircomp	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Air Compression / Vacu
983	sIVq122_other2_cons_steel	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Steel Cutting
984	sIVq122_other2_cons_thermoxi	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Thermal Oxidaation
985	sIVq122_other2_cons_transpo	byte	Q122 - Other Fuel (2) - Consumption per Process per Day - Transportation and Log
986	sIVq122_other2_cons_other	str10	Q122 - Other Fuel (2) - Consumption per Process per Day - Others
987	sIVq123_other2_exp_php_airgas	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Air/Gas Mix
988	sIVq123_other2_exp_php_baking	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Baking
989	sIVq123_other2_exp_php_boiler	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Boiler Oper
990	sIVq123_other2_exp_php_burn	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Burning
991	sIVq123_other2_exp_php_curing	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Curing
992	sIVq123_other2_exp_php_diecast	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Die Casting
993	sIVq123_other2_exp_php_dry	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Drying or A
994	sIVq123_other2_exp_php_engload	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Engine Load
995	sIVq123_other2_exp_php_fabri	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Fabrication
996	sIVq123_other2_exp_php_fork	int	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Forklift Op
997	sIVq123_other2_exp_php_heat	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Heat Treatm
998	sIVq123_other2_exp_php_ice	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Ice Making
999	sIVq123_other2_exp_php_impreg	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Impregnatio
1000	sIVq123_other2_exp_php_machinj	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Machine Inj
1001	sIVq123_other2_exp_php_melt	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Melting or
1002	sIVq123_other2_exp_php_metal	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Metal Treat
1003	sIVq123_other2_exp_php_paint	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Painting
1004	sIVq123_other2_exp_php_smelt	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Smelting
1005	sIVq123_other2_exp_php_weld	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Welding
1006	sIVq123_other2_exp_php_stamp	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Stamping
1007	sIVq123_other2_exp_php_aircomp	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Air Compres
1008	sIVq123_other2_exp_php_steel	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Steel Cutti
1009	sIVq123_other2_exp_php_thermoxi	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Thermal Oxi
1010	sIVq123_other2_exp_php_transpo	byte	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Transportat
1011	sIVq123_other2_other	int	Q123 - Other Fuel (2) - Expenditure per Process in Pesos per Month - Others
1012	sIVq124_other2_procmode	str16	Q124 - Other Fuel (2) - Mode of Procuring Fuel
1013	sIVq124_other2_procmode_other	byte	Q124 - Other Fuel (2) - Other Mode of Procuring Fuel
1014	sIVq125_other3_use	str3	Q125 - Use of Other Fuel (3)
1015	sIVq125_other3_use_fuel	str9	Q125 - Name of Other Fuel (3)
1016	sIVq126_other3_impor	str9	Q126 - Importance of Other Fuel (3)
1017	sIVq127_other3_airgas	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Air/Gas Mixing
1018	sIVq127_other3_baking	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Baking
1019	sIVq127_other3_boiler	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Boiler Operation
1020	sIVq127_other3_burn	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Burning
1021	sIVq127_other3_curing	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Curing
1022	sIVq127_other3_diecast	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Die Casting or Wir
1023	sIVq127_other3_dry	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Drying or Annealin
1024	sIVq127_other3_engload	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Engine Loading or
1025	sIVq127_other3_fabri	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Fabrication
1026	sIVq127_other3_fork	str18	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Forklift Operation
1027	sIVq127_other3_heat	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Heat Treatment
1028	sIVq127_other3_ice	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Ice Making
1029	sIVq127_other3_impreg	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Impregnation
1030	sIVq127_other3_machinj	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Machine Injection
1031	sIVq127_other3_melt	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Melting or Pre-mel
1032	sIVq127_other3_metal	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Metal Treatment or
1033	sIVq127_other3_paint	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Painting
1034	sIVq127_other3_smelt	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Smelting
1035	sIVq127_other3_steel	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Steel Cutting
1036	sIVq127_other3_thermoxi	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Thermal Oxidaation
1037	sIVq127_other3_transpo	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Transportation and
1038	sIVq127_other3_weld	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Welding
1039	sIVq127_other3_stamp	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Stamping
1040	sIVq127_other3_aircomp	byte	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Air Compression /
1041	sIVq127_other3_other	str50	Q127 - Other Fuel (3) - Process in Production that Use Fuel - Others
1042	sIVq128_other3_cons_airgas	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Air/Gas Mixing
1043	sIVq128_other3_cons_baking	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Baking
1044	sIVq128_other3_cons_boiler	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Boiler Operation
1045	sIVq128_other3_cons_burn	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Burning
1046	sIVq128_other3_cons_curing	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Curing
1047	sIVq128_other3_cons_diecast	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Die Casting or Wire Bo
1048	sIVq128_other3_cons_dry	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Drying or Annealing
1049	sIVq128_other3_cons_engload	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Engine Loading or Prep
1050	sIVq128_other3_cons_fabri	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Fabrication
1051	sIVq128_other3_cons_fork	str9	Q128 - Other Fuel (3) - Consumption per Process per Day - Forklift Operation
1052	sIVq128_other3_cons_heat	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Heat Treatment
1053	sIVq128_other3_cons_ice	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Ice Making
1054	sIVq128_other3_cons_impreg	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Impregnation
1055	sIVq128_other3_cons_machinj	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Machine Injection or M
1056	sIVq128_other3_cons_melt	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Melting or Pre-melting
1057	sIVq128_other3_cons_metal	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Metal Treatment or Pre
1058	sIVq128_other3_cons_paint	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Painting
1059	sIVq128_other3_cons_smelt	byte	Q128 - Other Fuel (3) - Consumption per Process per Day - Smelting
